BRANCH;DATA;FOLLOWS;411;ITEMS;;;;;;;;;;;;;;;;
from;to;Area_number;Loss_zone;Circuits;branchtype;r;x;c;rateA;rateB;rateC;cbn;side;a;fi;mintap;maxtap;stepzise;minlimit;maxlimit
19;21;1;1;1;0;0.002;0.018;0.036;0;0;0;0;0;0;0;0;0;0;0;0
19;87;1;1;1;0;0.013;0.08;0.151;0;0;0;0;0;0;0;0;0;0;0;0
20;22;1;1;1;0;0.016;0.033;0.015;0;0;0;0;0;0;0;0;0;0;0;0
20;27;1;1;1;0;0.069;0.186;0.098;0;0;0;0;0;0;0;0;0;0;0;0
21;24;1;1;1;0;0.004;0.034;0.28;0;0;0;0;0;0;0;0;0;0;0;0
22;23;1;1;1;0;0.052;0.111;0.05;0;0;0;0;0;0;0;0;0;0;0;0
23;25;1;1;1;0;0.019;0.039;0.018;0;0;0;0;0;0;0;0;0;0;0;0
24;319;1;1;1;0;0.007;0.068;0.134;0;0;0;0;0;0;0;0;0;0;0;0
25;26;1;1;1;0;0.036;0.071;0.034;0;0;0;0;0;0;0;0;0;0;0;0
26;27;1;1;1;0;0.045;0.12;0.065;0;0;0;0;0;0;0;0;0;0;0;0
26;320;1;1;1;0;0.043;0.13;0.014;0;0;0;0;0;0;0;0;0;0;0;0
33;34;1;1;1;0;0;0.063;0;0;0;0;0;0;0;0;0;0;0;0;0
33;38;1;1;1;0;0.0025;0.012;0.013;0;0;0;0;0;0;0;0;0;0;0;0
33;40;1;1;1;0;0.006;0.029;0.02;0;0;0;0;0;0;0;0;0;0;0;0
33;41;1;1;1;0;0.007;0.043;0.026;0;0;0;0;0;0;0;0;0;0;0;0
34;42;1;1;1;0;0.001;0.008;0.042;0;0;0;0;0;0;0;0;0;0;0;0
35;72;1;1;1;0;0.012;0.06;0.008;0;0;0;0;0;0;0;0;0;0;0;0
35;76;1;1;1;0;0.006;0.014;0.002;0;0;0;0;0;0;0;0;0;0;0;0
35;77;1;1;1;0;0.01;0.029;0.003;0;0;0;0;0;0;0;0;0;0;0;0
36;88;1;1;1;0;0.004;0.027;0.043;0;0;0;0;0;0;0;0;0;0;0;0
37;38;1;1;1;0;0.008;0.047;0.008;0;0;0;0;0;0;0;0;0;0;0;0
37;40;1;1;1;0;0.022;0.064;0.007;0;0;0;0;0;0;0;0;0;0;0;0
37;41;1;1;1;0;0.01;0.036;0.02;0;0;0;0;0;0;0;0;0;0;0;0
37;49;1;1;1;0;0.017;0.081;0.048;0;0;0;0;0;0;0;0;0;0;0;0
37;89;1;1;1;0;0.102;0.254;0.033;0;0;0;0;0;0;0;0;0;0;0;0
37;90;1;1;1;0;0.047;0.127;0.016;0;0;0;0;0;0;0;0;0;0;0;0
38;41;1;1;1;0;0.008;0.037;0.02;0;0;0;0;0;0;0;0;0;0;0;0
38;43;1;1;1;0;0.032;0.087;0.04;0;0;0;0;0;0;0;0;0;0;0;0
39;42;1;1;1;0;0.0006;0.0064;0.404;0;0;0;0;0;0;0;0;0;0;0;0
40;48;1;1;1;0;0.026;0.154;0.022;0;0;0;0;0;0;0;0;0;0;0;0
41;42;1;1;1;0;0;0.029;0;0;0;0;0;0;0;0;0;0;0;0;0
41;49;1;1;1;0;0.065;0.191;0.02;0;0;0;0;0;0;0;0;0;0;0;0
41;51;1;1;1;0;0.031;0.089;0.036;0;0;0;0;0;0;0;0;0;0;0;0
42;46;1;1;1;0;0.002;0.014;0.806;0;0;0;0;0;0;0;0;0;0;0;0
43;44;1;1;1;0;0.026;0.072;0.035;0;0;0;0;0;0;0;0;0;0;0;0
43;48;1;1;1;0;0.095;0.262;0.032;0;0;0;0;0;0;0;0;0;0;0;0
43;53;1;1;1;0;0.013;0.039;0.016;0;0;0;0;0;0;0;0;0;0;0;0
44;47;1;1;1;0;0.027;0.084;0.039;0;0;0;0;0;0;0;0;0;0;0;0
44;54;1;1;1;0;0.028;0.084;0.037;0;0;0;0;0;0;0;0;0;0;0;0
45;60;1;1;1;0;0.007;0.041;0.312;0;0;0;0;0;0;0;0;0;0;0;0
45;74;1;1;1;0;0.009;0.054;0.411;0;0;0;0;0;0;0;0;0;0;0;0
46;81;1;1;1;0;0.005;0.042;0.69;0;0;0;0;0;0;0;0;0;0;0;0
47;73;1;1;1;0;0.052;0.145;0.073;0;0;0;0;0;0;0;0;0;0;0;0
47;113;1;1;1;0;0.043;0.118;0.013;0;0;0;0;0;0;0;0;0;0;0;0
48;107;1;1;1;0;0.025;0.062;0.007;0;0;0;0;0;0;0;0;0;0;0;0
49;51;1;1;1;0;0.031;0.094;0.043;0;0;0;0;0;0;0;0;0;0;0;0
51;52;1;1;1;0;0.037;0.109;0.049;0;0;0;0;0;0;0;0;0;0;0;0
52;55;1;1;1;0;0.027;0.08;0.036;0;0;0;0;0;0;0;0;0;0;0;0
53;54;1;1;1;0;0.025;0.073;0.035;0;0;0;0;0;0;0;0;0;0;0;0
54;55;1;1;1;0;0.035;0.103;0.047;0;0;0;0;0;0;0;0;0;0;0;0
55;57;1;1;1;0;0.065;0.169;0.082;0;0;0;0;0;0;0;0;0;0;0;0
57;58;1;1;1;0;0.046;0.08;0.036;0;0;0;0;0;0;0;0;0;0;0;0
57;63;1;1;1;0;0.159;0.537;0.071;0;0;0;0;0;0;0;0;0;0;0;0
58;59;1;1;1;0;0.009;0.026;0.005;0;0;0;0;0;0;0;0;0;0;0;0
59;61;1;1;1;0;0.002;0.013;0.015;0;0;0;0;0;0;0;0;0;0;0;0
60;62;1;1;1;0;0.009;0.065;0.485;0;0;0;0;0;0;0;0;0;0;0;0
62;64;1;1;1;0;0.016;0.105;0.203;0;0;0;0;0;0;0;0;0;0;0;0
62;144;1;2;1;0;0.001;0.007;0.013;0;0;0;0;0;0;0;0;0;0;0;0
63;526;1;1;1;0;0.0265;0.172;0.026;0;0;0;0;0;0;0;0;0;0;0;0
69;211;1;3;1;0;0.051;0.232;0.028;0;0;0;0;0;0;0;0;0;0;0;0
69;79;1;1;1;0;0.051;0.157;0.023;0;0;0;0;0;0;0;0;0;0;0;0
70;71;1;1;1;0;0.032;0.1;0.062;0;0;0;0;0;0;0;0;0;0;0;0
70;528;1;1;1;0;0.02;0.1234;0.028;0;0;0;0;0;0;0;0;0;0;0;0
71;72;1;1;1;0;0.036;0.131;0.068;0;0;0;0;0;0;0;0;0;0;0;0
71;73;1;1;1;0;0.034;0.099;0.047;0;0;0;0;0;0;0;0;0;0;0;0
72;77;1;1;1;0;0.018;0.087;0.011;0;0;0;0;0;0;0;0;0;0;0;0
72;531;1;1;1;0;0.0256;0.193;0;0;0;0;0;0;0;0;0;0;0;0;0
73;76;1;1;1;0;0.021;0.057;0.03;0;0;0;0;0;0;0;0;0;0;0;0
73;79;1;1;1;0;0.018;0.052;0.018;0;0;0;0;0;0;0;0;0;0;0;0
74;88;1;1;1;0;0.004;0.027;0.05;0;0;0;0;0;0;0;0;0;0;0;0
74;562;1;1;1;0;0.0286;0.2013;0.379;0;0;0;0;0;0;0;0;0;0;0;0
76;77;1;1;1;0;0.016;0.043;0.004;0;0;0;0;0;0;0;0;0;0;0;0
77;78;1;1;1;0;0.001;0.006;0.007;0;0;0;0;0;0;0;0;0;0;0;0
77;80;1;1;1;0;0.014;0.07;0.038;0;0;0;0;0;0;0;0;0;0;0;0
77;552;1;1;1;0;0.0891;0.2676;0.029;0;0;0;0;0;0;0;0;0;0;0;0
77;609;1;1;1;0;0.0782;0.2127;0.022;0;0;0;0;0;0;0;0;0;0;0;0
78;79;1;1;1;0;0.006;0.022;0.011;0;0;0;0;0;0;0;0;0;0;0;0
78;84;1;1;1;0;0;0.036;0;0;0;0;0;0;0;0;0;0;0;0;0
79;211;1;3;1;0;0.099;0.375;0.051;0;0;0;0;0;0;0;0;0;0;0;0
80;211;1;3;1;0;0.022;0.107;0.058;0;0;0;0;0;0;0;0;0;0;0;0
81;194;1;3;1;0;0.0035;0.033;0.53;0;0;0;0;0;0;0;0;0;0;0;0
81;195;1;3;1;0;0.0035;0.033;0.53;0;0;0;0;0;0;0;0;0;0;0;0
85;86;1;1;1;0;0.008;0.064;0.128;0;0;0;0;0;0;0;0;0;0;0;0
86;87;1;1;1;0;0.012;0.093;0.183;0;0;0;0;0;0;0;0;0;0;0;0
86;323;1;1;1;0;0.006;0.048;0.092;0;0;0;0;0;0;0;0;0;0;0;0
89;91;1;1;1;0;0.047;0.119;0.014;0;0;0;0;0;0;0;0;0;0;0;0
90;92;1;1;1;0;0.032;0.174;0.024;0;0;0;0;0;0;0;0;0;0;0;0
91;94;1;1;1;0;0.1;0.253;0.031;0;0;0;0;0;0;0;0;0;0;0;0
91;97;1;1;1;0;0.022;0.077;0.039;0;0;0;0;0;0;0;0;0;0;0;0
92;103;1;1;1;0;0.019;0.144;0.017;0;0;0;0;0;0;0;0;0;0;0;0
92;105;1;1;1;0;0.017;0.092;0.012;0;0;0;0;0;0;0;0;0;0;0;0
94;97;1;1;1;0;0.278;0.427;0.043;0;0;0;0;0;0;0;0;0;0;0;0
97;100;1;1;1;0;0.022;0.053;0.007;0;0;0;0;0;0;0;0;0;0;0;0
97;102;1;1;1;0;0.038;0.092;0.012;0;0;0;0;0;0;0;0;0;0;0;0
97;103;1;1;1;0;0.048;0.122;0.015;0;0;0;0;0;0;0;0;0;0;0;0
98;100;1;1;1;0;0.024;0.064;0.007;0;0;0;0;0;0;0;0;0;0;0;0
98;102;1;1;1;0;0.034;0.121;0.015;0;0;0;0;0;0;0;0;0;0;0;0
99;107;1;1;1;0;0.053;0.135;0.017;0;0;0;0;0;0;0;0;0;0;0;0
99;108;1;1;1;0;0.002;0.004;0.002;0;0;0;0;0;0;0;0;0;0;0;0
99;109;1;1;1;0;0.045;0.354;0.044;0;0;0;0;0;0;0;0;0;0;0;0
99;110;1;1;1;0;0.05;0.174;0.022;0;0;0;0;0;0;0;0;0;0;0;0
100;102;1;1;1;0;0.016;0.038;0.004;0;0;0;0;0;0;0;0;0;0;0;0
102;104;1;1;1;0;0.043;0.064;0.027;0;0;0;0;0;0;0;0;0;0;0;0
103;105;1;1;1;0;0.019;0.062;0.008;0;0;0;0;0;0;0;0;0;0;0;0
104;108;1;1;1;0;0.076;0.13;0.044;0;0;0;0;0;0;0;0;0;0;0;0
104;322;1;1;1;0;0.044;0.124;0.015;0;0;0;0;0;0;0;0;0;0;0;0
105;107;1;1;1;0;0.012;0.088;0.011;0;0;0;0;0;0;0;0;0;0;0;0
105;110;1;1;1;0;0.157;0.4;0.047;0;0;0;0;0;0;0;0;0;0;0;0
108;324;1;1;1;0;0.074;0.208;0.026;0;0;0;0;0;0;0;0;0;0;0;0
109;110;1;1;1;0;0.07;0.184;0.021;0;0;0;0;0;0;0;0;0;0;0;0
109;113;1;1;1;0;0.1;0.274;0.031;0;0;0;0;0;0;0;0;0;0;0;0
109;114;1;1;1;0;0.109;0.393;0.036;0;0;0;0;0;0;0;0;0;0;0;0
110;112;1;1;1;0;0.142;0.404;0.05;0;0;0;0;0;0;0;0;0;0;0;0
112;114;1;1;1;0;0.017;0.042;0.006;0;0;0;0;0;0;0;0;0;0;0;0
115;122;1;2;1;0;0.0036;0.0199;0.004;0;0;0;0;0;0;0;0;0;0;0;0
116;120;1;2;1;0;0.002;0.1049;0.001;0;0;0;0;0;0;0;0;0;0;0;0
117;118;1;2;1;0;0.0001;0.0018;0.017;0;0;0;0;0;0;0;0;0;0;0;0
118;119;1;2;1;0;0;0.0271;0;0;0;0;0;0;0;0;0;0;0;0;0
118;1201;1;2;1;0;0;0.6163;0;0;0;0;0;0;0;0;0;0;0;0;0
1201;120;1;2;1;0;0;-0.3697;0;0;0;0;0;0;0;0;0;0;0;0;0
118;121;1;2;1;0;0.0022;0.2915;0;0;0;0;0;0;0;0;0;0;0;0;0
119;120;1;2;1;0;0;0.0339;0;0;0;0;0;0;0;0;0;0;0;0;0
119;121;1;2;1;0;0;0.0582;0;0;0;0;0;0;0;0;0;0;0;0;0
122;123;1;2;1;0;0.0808;0.2344;0.029;0;0;0;0;0;0;0;0;0;0;0;0
122;125;1;2;1;0;0.0965;0.3669;0.054;0;0;0;0;0;0;0;0;0;0;0;0
123;124;1;2;1;0;0.036;0.1076;0.117;0;0;0;0;0;0;0;0;0;0;0;0
123;125;1;2;1;0;0.0476;0.1414;0.149;0;0;0;0;0;0;0;0;0;0;0;0
125;126;1;2;1;0;0.0006;0.0197;0;0;0;0;0;0;0;0;0;0;0;0;0
126;127;1;2;1;0;0.0059;0.0405;0.25;0;0;0;0;0;0;0;0;0;0;0;0
126;129;1;2;1;0;0.0115;0.1106;0.185;0;0;0;0;0;0;0;0;0;0;0;0
126;132;1;2;1;0;0.0198;0.1688;0.321;0;0;0;0;0;0;0;0;0;0;0;0
126;157;1;2;1;0;0.005;0.05;0.33;0;0;0;0;0;0;0;0;0;0;0;0
126;158;1;2;1;0;0.0077;0.0538;0.335;0;0;0;0;0;0;0;0;0;0;0;0
126;169;1;2;1;0;0.0165;0.1157;0.171;0;0;0;0;0;0;0;0;0;0;0;0
127;128;1;2;1;0;0.0059;0.0577;0.095;0;0;0;0;0;0;0;0;0;0;0;0
127;134;1;2;1;0;0.0049;0.0336;0.208;0;0;0;0;0;0;0;0;0;0;0;0
127;168;1;2;1;0;0.0059;0.0577;0.095;0;0;0;0;0;0;0;0;0;0;0;0
128;130;1;2;1;0;0.0078;0.0773;0.126;0;0;0;0;0;0;0;0;0;0;0;0
128;133;1;2;1;0;0.0026;0.0193;0.03;0;0;0;0;0;0;0;0;0;0;0;0
129;130;1;2;1;0;0.0076;0.0752;0.122;0;0;0;0;0;0;0;0;0;0;0;0
129;133;1;2;1;0;0.0021;0.0186;0.03;0;0;0;0;0;0;0;0;0;0;0;0
130;132;1;2;1;0;0.0016;0.0164;0.026;0;0;0;0;0;0;0;0;0;0;0;0
130;151;1;2;1;0;0.0017;0.0165;0.026;0;0;0;0;0;0;0;0;0;0;0;0
130;167;1;2;1;0;0.0079;0.0793;0.127;0;0;0;0;0;0;0;0;0;0;0;0
130;168;1;2;1;0;0.0078;0.0784;0.125;0;0;0;0;0;0;0;0;0;0;0;0
133;137;1;2;1;0;0.0017;0.0117;0.289;0;0;0;0;0;0;0;0;0;0;0;0
133;168;1;2;1;0;0.0026;0.0193;0.03;0;0;0;0;0;0;0;0;0;0;0;0
133;169;1;2;1;0;0.0021;0.0186;0.03;0;0;0;0;0;0;0;0;0;0;0;0
133;171;1;2;1;0;0.0002;0.0101;0;0;0;0;0;0;0;0;0;0;0;0;0
134;135;1;2;1;0;0.0043;0.0293;0.18;0;0;0;0;0;0;0;0;0;0;0;0
134;184;1;2;1;0;0.0039;0.0381;0.258;0;0;0;0;0;0;0;0;0;0;0;0
135;136;1;2;1;0;0.0091;0.0623;0.385;0;0;0;0;0;0;0;0;0;0;0;0
136;137;1;2;1;0;0.0125;0.089;0.54;0;0;0;0;0;0;0;0;0;0;0;0
136;152;1;2;1;0;0.0056;0.039;0.953;0;0;0;0;0;0;0;0;0;0;0;0
137;140;1;2;1;0;0.0015;0.0114;0.284;0;0;0;0;0;0;0;0;0;0;0;0
137;181;1;2;1;0;0.0005;0.0034;0.021;0;0;0;0;0;0;0;0;0;0;0;0
137;186;1;2;1;0;0.0007;0.0151;0.126;0;0;0;0;0;0;0;0;0;0;0;0
137;188;1;2;1;0;0.0005;0.0034;0.021;0;0;0;0;0;0;0;0;0;0;0;0
139;172;1;2;1;0;0.0562;0.2248;0.081;0;0;0;0;0;0;0;0;0;0;0;0
140;141;1;2;1;0;0.012;0.0836;0.123;0;0;0;0;0;0;0;0;0;0;0;0
140;142;1;2;1;0;0.0152;0.1132;0.684;0;0;0;0;0;0;0;0;0;0;0;0
140;145;1;2;1;0;0.0468;0.3369;0.519;0;0;0;0;0;0;0;0;0;0;0;0
140;146;1;2;1;0;0.043;0.3031;0.463;0;0;0;0;0;0;0;0;0;0;0;0
140;147;1;2;1;0;0.0489;0.3492;0.538;0;0;0;0;0;0;0;0;0;0;0;0
140;182;1;2;1;0;0.0013;0.0089;0.119;0;0;0;0;0;0;0;0;0;0;0;0
141;146;1;2;1;0;0.0291;0.2267;0.342;0;0;0;0;0;0;0;0;0;0;0;0
142;143;1;2;1;0;0.006;0.057;0.767;0;0;0;0;0;0;0;0;0;0;0;0
143;145;1;2;1;0;0.0075;0.0773;0.119;0;0;0;0;0;0;0;0;0;0;0;0
143;149;1;2;1;0;0.0127;0.0909;0.135;0;0;0;0;0;0;0;0;0;0;0;0
145;146;1;2;1;0;0.0085;0.0588;0.087;0;0;0;0;0;0;0;0;0;0;0;0
145;149;1;2;1;0;0.0218;0.1511;0.223;0;0;0;0;0;0;0;0;0;0;0;0
146;147;1;2;1;0;0.0073;0.0504;0.074;0;0;0;0;0;0;0;0;0;0;0;0
148;178;1;2;1;0;0.0523;0.1526;0.074;0;0;0;0;0;0;0;0;0;0;0;0
148;179;1;2;1;0;0.1371;0.3919;0.076;0;0;0;0;0;0;0;0;0;0;0;0
152;153;1;2;1;0;0.0137;0.0957;0.141;0;0;0;0;0;0;0;0;0;0;0;0
153;161;1;2;1;0;0.0055;0.0288;0.19;0;0;0;0;0;0;0;0;0;0;0;0
154;156;1;2;1;0;0.1746;0.3161;0.04;0;0;0;0;0;0;0;0;0;0;0;0
154;183;1;2;1;0;0.0804;0.3054;0.045;0;0;0;0;0;0;0;0;0;0;0;0
155;161;1;2;1;0;0.011;0.0568;0.388;0;0;0;0;0;0;0;0;0;0;0;0
157;159;1;2;1;0;0.0008;0.0098;0.069;0;0;0;0;0;0;0;0;0;0;0;0
158;159;1;2;1;0;0.0029;0.0285;0.19;0;0;0;0;0;0;0;0;0;0;0;0
158;160;1;2;1;0;0.0066;0.0448;0.277;0;0;0;0;0;0;0;0;0;0;0;0
162;164;1;2;1;0;0.0024;0.0326;0.236;0;0;0;0;0;0;0;0;0;0;0;0
162;165;1;2;1;0;0.0018;0.0245;1.662;0;0;0;0;0;0;0;0;0;0;0;0
163;164;1;2;1;0;0.0044;0.0514;3.597;0;0;0;0;0;0;0;0;0;0;0;0
165;166;1;2;1;0;0.0002;0.0123;0;0;0;0;0;0;0;0;0;0;0;0;0
167;169;1;2;1;0;0.0018;0.0178;0.029;0;0;0;0;0;0;0;0;0;0;0;0
172;173;1;2;1;0;0.0669;0.4843;0.063;0;0;0;0;0;0;0;0;0;0;0;0
172;174;1;2;1;0;0.0558;0.221;0.031;0;0;0;0;0;0;0;0;0;0;0;0
173;174;1;2;1;0;0.0807;0.3331;0.049;0;0;0;0;0;0;0;0;0;0;0;0
173;175;1;2;1;0;0.0739;0.3071;0.043;0;0;0;0;0;0;0;0;0;0;0;0
173;176;1;2;1;0;0.1799;0.5017;0.069;0;0;0;0;0;0;0;0;0;0;0;0
175;176;1;2;1;0;0.0904;0.3626;0.048;0;0;0;0;0;0;0;0;0;0;0;0
175;179;1;2;1;0;0.077;0.3092;0.054;0;0;0;0;0;0;0;0;0;0;0;0
176;177;1;2;1;0;0.0251;0.0829;0.047;0;0;0;0;0;0;0;0;0;0;0;0
177;178;1;2;1;0;0.0222;0.0847;0.05;0;0;0;0;0;0;0;0;0;0;0;0
178;179;1;2;1;0;0.0498;0.1855;0.029;0;0;0;0;0;0;0;0;0;0;0;0
178;180;1;2;1;0;0.0061;0.029;0.084;0;0;0;0;0;0;0;0;0;0;0;0
181;138;1;2;1;0;0.0004;0.0202;0;0;0;0;0;0;0;0;0;0;0;0;0
181;187;1;2;1;0;0.0004;0.0083;0.115;0;0;0;0;0;0;0;0;0;0;0;0
184;185;1;2;1;0;0.0025;0.0245;0.164;0;0;0;0;0;0;0;0;0;0;0;0
186;188;1;2;1;0;0.0007;0.0086;0.115;0;0;0;0;0;0;0;0;0;0;0;0
187;188;1;2;1;0;0.0007;0.0086;0.115;0;0;0;0;0;0;0;0;0;0;0;0
188;138;1;2;1;0;0.0004;0.0202;0;0;0;0;0;0;0;0;0;0;0;0;0
189;208;1;3;1;0;0.033;0.095;0;0;0;0;0;0;0;0;0;0;0;0;0
189;209;1;3;1;0;0.046;0.069;0;0;0;0;0;0;0;0;0;0;0;0;0
190;231;1;3;1;0;0.0004;0.0022;6.2;0;0;0;0;0;0;0;0;0;0;0;0
190;240;1;3;1;0;0;0.0275;0;0;0;0;0;0;0;0;0;0;0;0;0
191;192;1;3;1;0;0.003;0.048;0;0;0;0;0;0;0;0;0;0;0;0;0
192;225;1;3;1;0;0.002;0.009;0;0;0;0;0;0;0;0;0;0;0;0;0
193;205;1;3;1;0;0.045;0.063;0;0;0;0;0;0;0;0;0;0;0;0;0
193;208;1;3;1;0;0.048;0.127;0;0;0;0;0;0;0;0;0;0;0;0;0
194;219;1;3;1;0;0.0031;0.0286;0.5;0;0;0;0;0;0;0;0;0;0;0;0
194;664;1;3;1;0;0.0024;0.0355;0.36;0;0;0;0;0;0;0;0;0;0;0;0
195;219;1;3;1;0;0.0031;0.0286;0.5;0;0;0;0;0;0;0;0;0;0;0;0
196;197;1;3;1;0;0.014;0.04;0.004;0;0;0;0;0;0;0;0;0;0;0;0
196;210;1;3;1;0;0.03;0.081;0.01;0;0;0;0;0;0;0;0;0;0;0;0
197;198;1;3;1;0;0.01;0.06;0.009;0;0;0;0;0;0;0;0;0;0;0;0
197;211;1;3;1;0;0.015;0.04;0.006;0;0;0;0;0;0;0;0;0;0;0;0
198;202;1;3;1;0;0.332;0.688;0;0;0;0;0;0;0;0;0;0;0;0;0
198;203;1;3;1;0;0.009;0.046;0.025;0;0;0;0;0;0;0;0;0;0;0;0
